"wdpaid","wdpa_pid","name","iso3","country","2004","2005","2006","2007","2008","2010","2011","2012","2013","2014","2015","2016","2017"
150036,"150036","Jungfruskärin (Unikarin) luonnonsuojelualue","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00095,0.00095,0.00079999390821
150049,"150049","Mikkelinsaaret 13 (Jernstången)","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000392,NA,NA
150059,"150059","Kadermon tammisto (luonnonsuojelualue)","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001156,0.001155649,0.00159999783044
150070,"150070","Kalajoen-Vihaslahden luonnonsuojelualue","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.314976,0.314975937,0.15560000609212
150071,"150071","Kalajoen-Vihaslahden luonnonsuojelualue 2","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.756556,0.756555684,0.65520004744123
150075,"150075","Kallahden rantaniitty (luonnonsuojelualue)","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00442,0.004420376,NA
150076,"150076","Kallahdenharjun luonnonsuojelualue 1","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000799998601545
150077,"150077","Kallahdenharjun luonnonsuojelualue 2","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00079999986616
150108,"150108","Kasanin saaren luonnonsuojelualue","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003961,NA,0.00959999787928
150112,"150112","Katakarin lehto (luonnonsuojelualue)","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150113,"150113","Katariinanlaakson luonnonsuojelualue","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003574129,NA
150121,"150121","Kempeleenlahden luonnonsuojelualue","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.997461,0.997460769,0.8552000383173
150161,"150161","Kivisaaren luotojen luonnonsuojelualue","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.026195,0.026194695,0.02679994710841
150164,"150164","Klippuddin luonnonsuojelualue","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.023836,0.023835881,0.01559999117428
150165,"150165","Klobbuddenin luonnonsuojelualue","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000408,NA,0.001999996354576
150166,"150166","Klovholmarna (luonnonsuojelualue)","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.937405,1.937405252,1.92639993884553
150182,"150182","Kokemäensaaren luonnonsuojelualue","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.482654,0.482653605,0.14319999198
150218,"150218","Kristiinankaupungin luodot 1","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.916169,1.91616921,1.914399831906
150220,"150220","Krunnien luonnonsuojelualue","FIN","Finland",43.6,43.6,43.6,44.3527,44.3527,41.48,41.48,41.48,41.48,41.48,39.475167,39.47516665,38.8207992307727
150222,"150222","Kuggenin luonnonsuojelualue","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.111872,0.11187156,0.1111999699374
150223,"150223","Kuggskärin luonnonsuojelualue","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.025123,0.025123301,0.020400000848996
150247,"150247","Mikkelinsaaret 11 (Kuluskäret 1)","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150248,"150248","Mikkelinsaaret 12 (Kuluskäret 2)","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005203,0.00520275,NA
150249,"150249","Mikkelinsaaret 10 (Nordberg)","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002374,0.002373663,NA
150250,"150250","Kumopassin-Pitkäniemennokan luonnonsuojelualue","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.845367,1.845366704,1.80479990414748
150275,"150275","Kuusistonlahden ja Kappelinmäen luonnonsuojelualue","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.131234,0.131233725,0.03600000966829
150278,"150278","Kylmäsantakarin luonnonsuojeluale","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.013459,0.013458618,0.011599985968
150292,"150292","Käräjäluoto 1 (Rösö)","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000422,0.000421852,NA
150322,"150322","Lappörarna 10 (Åström)","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150326,"150326","Lappörarna 5 (Strandlid)","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150327,"150327","Lappörarna 6 (Björkas)","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150335,"150335","Laukanlahden kosteikkoalue (luonnonsuojelualue)","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.094149,0.094149198,0.04119998217272
150348,"150348","Halsön 2 (Laxbåda)","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002416,0.002415816,NA
150363,"150363","Leksvallin luonnonsuojelualue","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0107999658826
150364,"150364","Lellaistenlahden luonnonsuojelualue","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.462375,0.462375249,0.40199995035321
150372,"150372","Lenholmin luonnonsuojelualue 1","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150373,"150373","Lenholmin luonnonsuojelualue 2","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005218,0.005217774,NA
150384,"150384","Letonniemen luonnonsuojelualue","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00362,0.0036204,NA
150386,"150386","Leveäkarin -Riitsaranlahden luonnonsuojelualue","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.221924,0.221923917,0.20879997968258
150391,"150391","Lill-Skälön luonnonsuojelualue","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.063351,1.06335062,1.06279997317461
150392,"150392","Mikkelinsaaret 19 (Sandstrand)","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000793,0.000793408,0.001599997693784
150398,"150398","Lindövikenin luonnonsuojelualue","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.446778,1.446777882,1.39239999382618
150414,"150414","Storsanden 1 (Storsanden-Lotan)","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.59622,2.596220004,2.57399986694084
150421,"150421","Luodonmaan tammimetsien luonnonsuojelualue","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005256,0.005255754,NA
150432,"150432","Långgrund-Vetakobbin luonnonsuojelualue","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0023999882346
150433,"150433","Långvikin lehdot 1 (luonnonsuojelualue)","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150434,"150434","Långvikin lehdot 2 (luonnonsuojelualue)","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000389,0.0003894,0.000399999521884
150435,"150435","Långvikin lehdot 3 (luonnonsuojelualue)","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00159999999198
150436,"150436","Långörenin luonnonsuojelualue","FIN","Finland",0.0262,0.03,0.03,0.0262,0.0262,83.12,83.12,0.0262,0.0262,0.0262,0.003313,0.00331343,0.0027999901736
150438,"150438","Löparön luonnonsuojelualue","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.042795,0.042794604,0.04239991748218
150442,"150442","Lööperin kalliopainanne (luonnonmuistomerkki)","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150457,"150457","Marjakarin-Pohjakallioiden saaret (luonnonsuojelualue)","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008374,0.008373784,0.00759998882687
150460,"150460","Marjaniemen luonnonsuojelualue","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150466,"150466","Matalaharan luonnonsuojelualue","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.026535,0.026535,0.02759998996452
150484,"150484","Mikkelinsaaret 15 (Furuskär)","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001208993,0.002399999701851
150485,"150485","Västerö 1 (Lillholm)","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150486,"150486","Mikkelinsaaret 17 (Sunnanskär)","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150487,"150487","Mikkelinsaaret 16 (Hvitfågelskär)","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000395,NA,NA
150488,"150488","Mikkelinsaaret 1 (Sten 1)","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007279,NA,NA
150490,"150490","Mjåvikin luonnonsuojelualue","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.038111,0.038111367,0.03519996181599
150494,"150494","Murhaniemen luonnonsuojelualue 1","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000809,NA,NA
150535,"150535","Myssholmin luonnonsuojelualue","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.532426,0.53242552,0.5343999089977
150541,"150541","Mäntyniemennokan-Lammaskarin luonnonsuojelualue","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004922,0.0049216,0.004399997553311
150549,"150549","Måsgrundin luonnonsuojelualue","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00158,0.00158,0.0015786
150551,"150551","Mölandetin luodot","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004295,0.00429516,0.00239999578696
150553,"150553","Mössön-saaren luonnonsuojelualue","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01218,0.012180312,0.009199988172
150580,"150580","Norppa ja Kuutti luodot (luonnonsuojelualue)","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00802,0.008020461,0.00799996413188
150582,"150582","Mikkelinsaaret 7 (Lundskär)","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003605,0.003605112,NA
150583,"150583","Nothamnin luonnonsuojelualue","FIN","Finland",25.99,25.99,25.99,35.2768,35.2768,35.29,35.29,35.29,35.29,35.29,17.429782,17.42978199,17.433200553997
150586,"150586","Nuottakarin luonnonsuojelualue","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015816,0.01581578,0.0147999540785
150595,"150595","Näsbergen (luonnonsuojelualue)","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005573,0.005573025,0.005599996383807
150596,"150596","Näsebyfladan (luonnonsuojelualue)","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150603,"150603","Omenapuumaan luonnonsuojelualue","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000426,NA,NA
150616,"150616","Oukkulanlahden luonnonsuojelualue","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.014486,0.014485824,0.00679998946601
150624,"150624","Paimionlahden luonnonsuojelualue","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.075848,0.075848374,0.04479999481575
150651,"150651","Pattuddenin luonnonsuojelualue","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003623,0.00362304,NA
150669,"150669","Pernajanlahden vesialue (luonnonsuojelualue)","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.982703,1.98270302,1.24639991538451
150670,"150670","Pernajanlahti 3, Forsbyviken (luonnonsuojelualue)","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.595972,0.595972247,0.08359999928379
150671,"150671","Pernajanlahti 4 (luonnonsuojelualue)","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.772536,1.77253557,0.88200002306814
150672,"150672","Pernajanlahti 5,Pernajanlahden pohjukka (ls.alue)","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.863355,0.863354544,0.16479998892288
150681,"150681","Petäisten jalopuumetsä (luonnonsuojelualue)","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000399999236175
150691,"150691","Pihlajaluodonkuvun ja Välikarien luonnonsuojelualue","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.032989,0.032989452,0.03319997418153
150692,"150692","Pihluksensäikän luonnonsuojelualue","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004034,0.0040341,0.001199999967966
150695,"150695","Pikku Niinisaaren rantaniitty (luonnonsuojelualue)","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011235,0.011234902,0.01039995808446
150724,"150724","Piuskarin-Pirttikarin luonnonsuojelualue","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.045256,0.045255921,0.026000000361804
150736,"150736","Porvarinlahden luonnonsuojelualue","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.038794,0.038794329,0.03439994703372
150742,"150742","Prästviken (luonnonsuojelualue)","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.117124,0.1171244,0.008799997684676
150748,"150748","Puolimatkansaaren ja Pormestarinhevon luonnonsuojelualue","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.031292,0.031292184,0.0315999370456
150754,"150754","Puuvallinnokan luonnonsuojelualue","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000402,0.00040199,0.000399998914802
150761,"150761","Pähkinäistenmaan luonnonsuojelualue","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009604,0.009603535,0.00560000145448
150782,"150782","Raisionlahden pohjukka (luonnonsuojelualue)","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11039997345006
150790,"150790","Ramsholmenin lehdot (luonnonsuojelualue)","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.486457,0.48645681,0.1264000405872
150806,"150806","Rauvolanlahden luonnonsuojelualue","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001182,0.001182402,NA
150808,"150808","Mikkelinsaaret 21 (Veron)","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000399999908154
150810,"150810","Reksaaren Huhdanpään luonnonsuojelualue","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150813,"150813","Riihiluodon luonnonsuojelualue","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001605,0.001604616,0.000799999174457
150814,"150814","Riilahden kartanopuisto (luonnonsuojelualue)","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001604,NA,0.011599999419294
150839,"150839","Ruskiksen luonnonsuojelualue","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.480967,1.480966942,0.34760004155294
150849,"150849","Rysskläpparna-luodot (luonnonsuojelualue)","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007162,0.00716237,0.00679998782051
150858,"150858","Rääpäkän luonnonsuojelualue","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150859,"150859","Rådkilan luonnonsuojelualue","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.451227,0.451226706,0.4447999199443
150860,"150860","Rörgrund (Granholm)","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150871,"150871","Salmenin luonnonsuojelualue","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.020452,0.020452098,0.02159998907425
150874,"150874","Salmitun lehdon luonnonsuojelualue","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150886,"150886","Sannskärin luoto (luonnonsuojelualue)","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001221,0.001221,0.00079999521162
150887,"150887","Santaniemen pohjoiskärjen harju (luonnonsuojelualue)","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000399998832432
150890,"150890","Sarvenniemenkari (luonnonsuojelualue)","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00079999512144
150895,"150895","Saukonkarien luonnonsuojelualue","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002013,0.002013124,0.00119998936144
150927,"150927","Sikosaaren luonnonsuojelualue","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000808,NA,NA
150943,"150943","Domarkobban 4 (Kiludden)","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000416,0.000416185,0.00319999497663
150945,"150945","Skrämmarn (luonnonsuojelualue)","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0004,0.00039963,0.000799992377088
150948,"150948","Slåttskäret 1 (Doktar)","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000394,NA,NA
150957,"150957","Sommaröarna (luonnonsuojelualue)","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.019903,0.019902807,0.011199992284085
150965,"150965","Stensbölefjärdenin luonnonsuojelualue","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.164838,2.16483798,1.5867999006804
150967,"150967","Stensbölen luonnonsuojelualue 1","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.024636,0.024636264,NA
150968,"150968","Stensböle 2 (luonnonsuojelualue)","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001986,NA,NA
150970,"150970","Stora Brunskärin luonnonsuojelualue","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008819,0.008819442,0.010799997957807
150971,"150971","Stora Fårholmenin luodot (luonnonsuojelualue)","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004501,0.004501284,0.00439999537848
150973,"150973","Mikkelinsaaret 8 (Svärtesören)","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001591,0.0015908,NA
150975,"150975","Luodon saaristo 1 (Storgrundet, Kvistas)","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001997,0.001996701,NA
150976,"150976","Storkobbenin luonnonsuojelualue","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00079998460064
150979,"150979","Vesikari 2 (Strang)","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150980,"150980","Strömsön luonnonsuojelualue","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.92667,2.926670076,2.92999985036336
151002,"151002","Suvirannan luonnonsuojelualue","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.154732,0.154732402,0.14840000410166
151004,"151004","Svartskäretin luonnonsuojelualue","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001882,0.001882444,0.000399997610865
151005,"151005","Svedjeholmen (luonnonsuojelualue)","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005229,0.005229,0.003599996798376
151014,"151014","Säikänniemen luonnonsuojelualue","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151016,"151016","Sällvikin luonnonsuojelualue","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.10471,0.104710375,0.0863999947875
151017,"151017","Särkkäniemen luonnonsuojelualue","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.076401,0.07640128,0.0715999610045
151019,"151019","Söderskärin luonnonsuojelualue","FIN","Finland",21.0909,21.09,21.09,21.0909,21.0909,21.26,21.26,21.26,21.26,21.26,20.451555,20.45155501,20.4343991006559
151020,"151020","Södra Björkön 1 (Häggård)","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001634,0.001634382,0.0016000001355
151028,"151028","Tallholmenin luonnonsuojelualue","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004418,0.004418208,0.0051999960532
151029,"151029","Tamminiemen luonnonsuojelualue","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004694,0.004693612,NA
151039,"151039","Teijonsaaren luonnonsuojelualue","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00079999276008
151049,"151049","Tiirahiedan ls.alue (rauhoitus purettu)","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151050,"151050","Tiirakarin luonnonsuojelualue","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015741,0.015740901,0.0147999710342
151056,"151056","Tjusterbyn luonnonsuojelualue","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.068458,0.068458365,NA
151057,"151057","Tjuvön luonnonsuojelualue","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.010863,0.01086272,0.00879999318625
151061,"151061","Luodon saaristo 12 (Tolvmangrundet, Vestergård)","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001197,NA,NA
151062,"151062","Luodon saaristo 13 (Tolvmangrundet, Björk)","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151064,"151064","Topokarin luonnonsuojelualue","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.979404,0.979404135,0.82639991723206
151068,"151068","Tornion linnustonsuojelualueet (luonnonsuojelualue)","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151070,"151070","Torsön 1","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.325518,1.3255176,1.32400010405765
151076,"151076","Trutbudan luonnonsuojelualue","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001554,0.001553569,0.00159999917244
151079,"151079","Tukkiluodon luonnonsuojelualue","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151080,"151080","Tulliniemen luonnonsuojelualue","FIN","Finland",23.22,23.22,23.22,22.4688,22.4688,21.64,21.64,21.64,21.64,21.64,20.828168,20.82816754,20.7572000715461
151081,"151081","Tunnholmenin luonnonsuojelualue","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.012045,0.012044592,0.013199996441996
151089,"151089","Tvegyltan (luonnonsuojelualue)","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001209,0.00120916,NA
151091,"151091","Tvärminnen tutkimusaseman luonnonsuojelualue","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.696501,3.69650132,3.6948001001616
151094,"151094","Tärnsören (luonnonsuojelualue)","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001915,0.001915161,0.001999995788094
151125,"151125","Vaarniemen luonnonsuojelualue","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004423,0.004423396,NA
151134,"151134","Valassaarten luonnonsuojelualue","FIN","Finland",117.9,117.9,117.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151137,"151137","Vallmovikin luonnonsuojelualue","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.048136,0.04813632,0.04279995931044
151145,"151145","Vargen-saaren luonnonsuojelualue","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000484,0.000483924,0.00119999641977
151149,"151149","Vartiosaaren rantaruttojuuren kasvupaikka (ls-alue)","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00039998853908
151157,"151157","Vesikari 1 (Edits)","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151165,"151165","Viikin Vanhankaupunginlahden luonnonsuojelualue","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.907257,0.907257,0.61519993182112
151168,"151168","Vijksgårdin luonnonsuojelualue","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000804,NA,NA
151213,"151213","Västerö 3 (Vesterskata)","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001985,NA,NA
151225,"151225","Äskörenin saaren luonnonsuojelualue","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.324133,0.32413314,0.32279992311024
151226,"151226","Ådgrund-Rönngrundet (luonnonsuojelualue)","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00409,0.004090328,0.001999991550288
151227,"151227","Ådholms Långgrund saaren luonnonsuojelualue","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003902,0.003902316,0.00279998654749
151234,"151234","Luodon saaristo 3b (Larsmo smf)","FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.507918,12.50791838,12.5120005261002
151243,"151243","El Cabo Peñas","ESP","Spain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.2048572,40.13393304276
151248,"151248","Cap de Norfeu","ESP","Spain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6672992
151250,"151250","Ses Negres","ESP","Spain",NA,NA,NA,0.42,0.42,0.42,0.42,0.42,0.42,0.42,NA,NA,NA
151292,"151292","Punta del Fangar","ESP","Spain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.88144215,1.8814419973
151319,"151319","Los Volcanes","ESP","Spain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151342,"151342","Eggegrund-Gråsjälsbådan","SWE","Sweden",NA,NA,NA,7.1417,7.1417,6.6723,6.6723,6.6723,6.6723,6.6723,6.70943,6.709429634,6.709429634
151345,"151345","Kappsta","SWE","Sweden",NA,NA,NA,0.1,0.1,0.0133,0.0133,0.0133,0.0133,0.0133,0.01199,0.011990304,0.011990304
